"","ERR1474564","ERR1474565","ERR1474566","ERR1474567","ERR1474568","ERR1474569","ERR1474570","ERR1474571","ERR1474572","ERR1474574","ERR1474575","ERR1474576","ERR1474577","ERR1474578","ERR1474579","ERR1474580","ERR1474581","ERR1474582","ERR1474583","ERR1474584","ERR1474585","ERR1474586","ERR1474587","ERR589346","ERR589348","ERR589350","ERR589351","ERR589352","ERR589353","ERR589354","ERR589355","ERR589356","ERR589357","ERR589358","ERR589359","ERR589360","ERR589361","ERR589362","ERR589363","ERR589364","ERR589365","ERR589366","ERR589367","ERR589368","ERR589370","ERR589371","ERR589372","ERR589373","ERR589374","ERR589375","ERR589376","ERR589377","ERR589378","ERR589379","ERR589380","ERR589381","ERR589382","ERR589384","ERR589386","ERR589388","ERR589390","ERR589392","ERR589394","ERR589396","ERR589398","ERR589400","ERR589402","ERR589404","ERR589406","ERR589408","ERR589410","ERR589412","ERR589414","ERR589416","ERR589418","ERR589420","ERR589422","ERR589424","ERR589426","ERR589428","ERR589430","ERR589432","ERR589435","ERR589436","ERR589438","ERR589449","ERR589456","ERR589458","ERR589749","ERR589754","ERR589758","ERR589765","ERR589768","ERR589784","ERR589785","ERR589788","ERR589790","ERR589791","ERR589792","ERR589793","ERR589794","ERR589795","ERR589796","ERR589797","ERR589798","ERR589799","ERR589800","ERR589801","ERR589802","ERR589805","ERR589806","ERR589807","ERR589808","ERR589809","ERR589810","ERR589811","ERR589812","ERR589813","ERR589814","ERR589817","ERR589818","ERR589819","ERR589820","ERR589821","ERR589824","ERR589825","ERR589826","ERR589827","ERR589829","ERR589830","ERR589835","ERR589836","ERR589837","ERR589845","ERR589846","ERR589847","ERR589848","ERR589849","ERR589850","ERR589851","ERR589852","ERR589853","ERR589855","ERR589856","ERR589857","ERR589858","ERR589861","ERR589862","ERR589863","ERR589864","ERR589865","ERR589866","ERR589867","ERR589868","ERR589869","ERR589871","ERR589872","ERR589873","ERR589874","ERR589875"
"k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Endornaviridae|g__Endornavirus|s__Phytophthora_endornavirus_1",0.00393,0,0,0.00421,0,0,0,0.00347,0,0,0,0,0,0,0,6e-04,0,0,0.004,0,0.00066,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Endornaviridae|g__Endornavirus|s__Rhizoctonia_cerealis_endornavirus_1",0.00316,0.0093,0.00229,0,0.00164,0.00337,0,0.0028,0,0,0,0,0,0,0,0.00096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_infelix",0.00298,0.00752,0.04863,0.02228,0.0046,0.03349,0.00246,0.01149,0,0,0.01959,0,0.00268,0.02049,0.03435,0.0363,0,0.04706,0.11325,0.03817,0.00087,0.01464,0.00849,0.06336,0.00189,0.07857,0.14678,0.09996,0.24588,0.23089,0.13813,0.17818,0.59731,0.49397,0.04402,0.7533,0.03391,0.63291,0.08455,0.02415,0.6127,0.01101,0.20159,0.07232,0.04762,0.10395,0.05869,0.75177,0.22144,0.0478,0.21945,0.53038,0.34246,0.04651,1.65202,0.19975,0.00972,0.01028,0,0.00932,0,0.05362,0,0.01092,0,0.00117,0.01136,0.01115,0,0,0.01206,0,0.00645,0.01791,0.01357,0.00534,0.0175,0.00099,0.00276,0.00189,0,0.01902,0.0045,0.09631,0.01507,0.0212,0.01701,0.00256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_sputigena",0.0026,0.01481,0.04406,0.05739,0.01917,0.04705,0.00542,0.01338,0.0491,0,0.01333,0,0.02319,0.01146,0.06499,0.06359,0.00933,0.05528,0.31852,0.05897,0.00413,0.01995,0.01352,0.03598,0.01244,0.05919,0.10897,0.26386,0.10923,0.31193,0.10097,1.53215,0.2572,0.06117,0.08722,0.68688,0.00543,1.5108,0.14009,0.04132,0.12217,0.0068,0.42441,0.02589,0.11134,0.17899,0.0415,0.14296,0.44227,0.05044,0.52815,0.30896,0.09704,0.0206,0.64097,0.10018,0.01082,0.02922,0,0.01373,0.0036,0.11283,0,0.05681,0,0.00393,0.01251,0.01106,0,0.00478,0.00835,0.00338,0.00347,0.01352,0.00605,0.01487,0.05726,0.00602,0.0073,0.01922,0,0.0072,0.00975,0.08955,0.01894,0.01087,0.01632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus|s__C2likevirus_unclassified",0.00258,0.00607,0,0.00552,0,0,0.00061,0.00228,0,0,0,0,0,0,0,0,0,0,0,0.00218,0.00087,0,0.00072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_curvus",0.00155,0.00061,0,0,0.00352,0.03515,0,0.00673,0,0,0,0,0,0.04828,0.00469,0.00653,0.01694,0.0151,0.04164,0,0.00219,0.00152,0.01289,0.00216,0,0,0,0,0,0.00343,0.00039,0,0.00529,0.01482,0.01701,0,0,0.02314,0.00203,0,0.0475,0,0.00348,0.00921,0,0.00232,0.01785,0,0,0.0157,0,0.00132,0,0,0.51441,0.04872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_noname|s__Eubacteriaceae_bacterium_CM2",0.00114,0.0014,0.00129,0.00066,0.00011,0.00737,0,0,0,0,0,0,0,0,0,0.00242,0,0,0.00328,0,0,0,0.00436,0,0,0,0,0,0,0.00208,0,0,0.01705,0,0,0,0,0,0,0,0,0,0.00114,0,0,0,0,0.04942,0,0,0,0,0,0,0,0,0,0,0,0.00032,0,0,0,0,0,0,0,0,0,0.0034,0,0,0,0.0013,0,0,0,0,0,0,0,0,0.00048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_marshii",9e-04,0.02576,0.00892,0.04933,0.00016,0.0091,0,0.01441,0,0,0.00029,0,0,0.05118,0.07723,0.00757,0,0.02837,0.21126,0.01794,0.0031,0.00045,0.00794,0.02532,0,0.00525,0.01029,0.04203,0.0036,0.08508,0.01328,0.05673,0.00151,0.01467,0.04334,0.04326,0,0.03679,0.00386,0.00158,0.12035,0,0.00519,0.02792,0.00958,0.00641,0.01785,0.01245,0.15901,0,0.10393,0.16346,0.00192,0.00083,0.13284,0.03499,0,0.00151,0,0.01213,0,0.01426,0,0,0,0.00352,0.00045,0.00086,0,0,0.01368,0,0.01426,0.00063,0,0,0.03181,0,0,0,0,0,0.00867,0.04822,0.00892,0,0.00471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae|t__Haemophilus_parainfluenzae_unclassified",12.32508,7.92655,4.48758,4.47011,4.53494,2.91942,4.58587,12.63654,1.18901,11.01087,11.4474,7.30972,0.01091,15.46086,2.37989,2.54468,7.94629,6.56905,6.11207,4.28883,27.21659,3.35399,11.9213,0.12158,0.62977,0.20493,0.28999,0.19916,0.2246,0.55612,4.13881,0.01676,0.09126,0.1269,0.05992,0.04411,1.59478,0.18452,0.11715,0.01097,0.04528,0.40144,0.39219,0.04994,0.01612,0.86692,5.87652,0.22323,1.16757,0.13141,0.34256,0.16599,0.15121,0.06582,0.02374,1.46802,1.18851,0.79154,3.13652,3.66777,2.25266,0.88013,0.82875,0.31615,1.76013,1.06178,2.67619,1.10922,3.40404,1.12137,1.86841,5.97399,1.61099,1.95299,1.34338,1.17306,0.87881,2.02776,2.57582,3.0819,2.63022,2.74185,1.62337,0.1487,2.97053,0.67716,1.25306,2.33325,0.00072,0.74291,0.15445,0.07134,0.05331,0,0.21972,0,0.06533,0.06836,0.01231,0.0141,0.00639,0,0.08525,0.00822,1.66886,0.01324,0.0069,0,0.10838,3.58141,0.00572,0.03265,1.26818,0.42039,0.28516,0,0.07038,0,0.01414,0,0.01965,0.00479,0.82002,0,0.57345,0.26939,0.00271,0.44551,0.09186,1.15561,0.06343,0.04758,0,0.01707,0.31455,0,0.15592,0.43447,0.35151,0.06054,0.22373,1.90788,0.23704,0.02226,0.39117,0.12746,0.80219,0.00404,0.13743,0.43512,0.11544,0.26095,0.00456,0.00982,0.24482,0.08141,0.36477,0,0.02191,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_flavescens|t__Neisseria_flavescens_unclassified",9.00024,1.49121,9.45124,5.44817,1.22398,11.1626,0.66108,13.38297,3.82655,4.05053,8.19386,4.18326,0,3.22206,1.43001,1.94109,6.93427,6.07506,4.38487,5.8368,2.28524,0.5911,2.02179,5.00341,1.63383,1.87382,0.58298,0.04214,3.96022,13.14718,10.46277,0,4.2905,0.45785,2.90682,0.23023,12.20198,0.81558,4.71762,0.36238,1.07129,0.43814,0.50581,1.44011,1.06056,0.53754,6.81852,3.01128,4.10775,1.08252,1.12404,0.01603,0.9509,4.07307,0.38555,2.83196,4.9485,1.91668,12.65155,6.89432,7.91064,0.75096,3.81152,0.61679,2.2859,10.73352,3.3435,4.33503,4.86336,6.06592,5.9793,12.6756,7.83398,1.1013,5.68503,0.76806,4.95789,1.72103,5.3811,11.41239,8.99553,2.9135,5.18728,1.20357,8.97346,0.09325,3.22615,6.58543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa|t__Rothia_mucilaginosa_unclassified",4.92171,2.91158,1.43751,1.3415,8.3126,4.39095,3.82105,6.43764,1.12879,3.68081,2.7634,2.39833,0.38825,2.10609,0.7134,2.17249,8.00307,11.3551,11.60216,2.97472,9.44039,1.79029,7.35367,0.04395,5.99443,3.32984,0.2242,0.03912,0.14905,0.08459,0.03412,0.0122,0.01756,0.02182,0.00725,0.00573,0.00992,0.00878,0.03164,0.06211,0.0193,0.01051,0.08082,0.00337,0.01032,0.09446,0.02879,0.02458,0.17819,0.36542,0.1124,0.01576,0.00724,0.17168,0.01088,0.03237,5.27967,2.86746,4.13781,9.10234,7.72422,5.15101,3.77012,2.58736,6.74979,9.12252,2.51732,5.76795,17.96863,8.61009,10.45624,11.23583,22.44666,6.536,6.2853,5.45923,4.22571,8.98469,2.73038,21.29583,24.14942,10.43202,3.26959,5.42832,5.12115,0.06395,4.8049,9.40696,0.01812,0.0045,0,0.00341,0,0,0,0,0,0.02036,0,0,0,0,0.01112,0.00192,0,0,0,0,0,0.06315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02632,0,0,0,0.00564,0,0.00496,0,0,0,0,0,0.00907,0,0,0.00016,0.04844,0,0.00062,0.00676,0,0.00868,0,0.00014,0.00146,0,0.27164,0,0,0,0,0.01415,0,0.00047,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis|t__Streptococcus_infantis_unclassified",4.39366,4.10692,1.53559,1.77604,2.80282,1.42138,2.86249,2.55405,1.35064,1.31755,2.31107,5.66353,0.66665,2.28034,1.34446,1.78583,1.26747,1.29391,2.4209,0.6314,5.1925,0.67716,6.17371,0.01597,2.27195,1.04782,0.02346,0.06582,0.19951,0.05747,0.10947,0.00853,0.0038,0.00977,0.02042,0.04296,0.29588,0.01733,0.21115,0.20542,0.01895,0.06838,0.10361,0.01387,0.01288,0.01862,0.13511,0.04414,0,0.06354,0.04406,0.03015,0.11733,0.15623,0,0.11491,5.26741,5.58545,3.78411,6.96291,5.39209,4.84853,7.32199,1.57935,13.81682,7.93978,4.20885,5.62008,14.05417,4.98227,3.91197,2.49215,2.44273,6.76571,7.8847,4.57575,2.52991,3.44041,2.30567,5.25862,5.28811,6.6933,6.79906,4.4867,6.55121,0.04566,7.63839,9.00904,0.00782,0.0182,0,0.00022,0.0037,0,0.00216,0,0,0.08348,0,0.00273,0.01242,0,0,0,0,0,0,0.00118,0,0.01386,0,0.00275,0.00521,0,0.00183,0.00292,0,0,0,0,0,0.00332,0,0,0.00018,0.02955,0.00035,0,0,0.00717,0,0.00095,0.01587,0,0.01025,0.00138,0.00239,0,0,0,0.02323,0.01543,0,0,0.01529,0,0.02261,0,0.00186,0.015,0,0.05859,0,0,0,0,0.01703,0.00233,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sicca|t__Neisseria_sicca_unclassified",3.37303,0.80887,6.00661,2.65691,0.53701,1.14747,0.53657,1.11595,1.04273,2.32732,1.71304,0.80448,0,1.51147,0.30952,0.58446,5.25658,1.76688,0.7968,2.36097,0.00995,0.11317,0.30416,0.54031,0.41971,0.11597,0.15248,0.17495,1.05806,4.00247,6.57226,0.00442,0.02347,0.45387,0.13479,0.08639,0.46442,0.12997,0.32758,0.05217,0.52204,0.82823,2.17513,0.09255,0.15403,0.78901,3.68216,0.51293,2.18502,0.58456,0.24794,0.02688,0.43891,0.03446,0.11102,2.10223,2.17161,0.56344,5.65621,0.75125,1.42312,0.84852,0.82718,0.25651,0.25624,1.34731,0.73801,1.58585,1.82483,1.92724,0.29606,1.23211,3.00728,0.07535,0.51303,0.14079,5.75697,0.3862,8.02948,1.77661,2.4545,0.45556,0.84551,0.16141,0.83644,0,0.78947,0.44873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_haemolysans|t__GCF_000173915",3.08016,0.71907,0.71055,0.48997,0.26563,1.10947,0,0.42263,0,0,0,0,0,0,0,0.31772,0,0,0,0,0.09321,0.55441,0.83185,0,0,0.07866,0,0,0.09582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50686,0.30426,2.16496,3.15335,1.10109,1.10711,0,0,0,0,0.76986,0.41274,0,0,0,0,0.26445,0.45272,0,0.55279,1.09223,0.92854,0.64648,0,0.98718,0.647,0.53433,1.37239,0.33004,0,0.36582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans|t__GCF_000162475",2.61272,2.16999,1.65322,1.38671,0.26361,2.81251,0,0.19149,1.50563,0.26113,0.25147,4.0111,0.61692,1.83938,0.79817,0.40695,0.22324,0.82951,0.01043,0.90174,0.00785,0.40026,0.2353,0,0.08112,0.08501,0.08276,0,0.0525,0,0.14402,0.00104,0,0.00711,0,0,0.00508,0.00354,0.025,0,0.00037,0.02542,0.09253,0,0.01138,0.01986,0.00145,0,0.1056,0.02272,0,0.00406,0,0.07385,0,0,6.58396,0.21853,0.06677,0.06914,0.50116,1.10548,0.01529,0.99168,0.13064,0.03351,0.15704,0.05927,0.45511,0.26393,0.03781,0.01585,0.07343,0.81442,0.74022,1.56086,0.16021,0.89012,0.12376,0.03988,0.80071,1.0186,0.64127,2.86137,0.21834,3e-04,0.35492,0.03762,0,0.00291,0,0,0.06893,0.0016,0,0,0,0,0,0,0,0.00454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01571,0,0,0,0,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp_oral_taxon_279|t__GCF_000292995",2.51178,6.89697,3.66534,2.44938,0.91445,1.18232,1.63621,6.96933,0,0,0.21478,1.20331,0,0.51789,1.00122,0.53431,0.32768,0.12195,0.24545,0.90111,1.40294,0.20538,2.83666,0.33753,0.7673,1.66828,3.03194,0,0.10904,0.36327,3.9968,0,1.2839,0.05996,0.4488,0,3.24411,0.16934,1.18519,0,0,0.13139,0.26142,0.13887,0.81568,0.10718,0.7062,0,0.86626,0.14621,0.20411,0.0565,0.46451,3.0745,0.19504,1.15937,3.75593,1.45992,2.37709,1.08788,3.85277,1.3862,0,0,3.82828,5.32743,1.83228,2.20855,1.88306,8.69261,8.41089,3.26815,2.62431,4.55176,2.41054,1.56637,1.15523,0.27544,0.9998,1.56355,3.1277,8.38257,4.41194,0.64654,3.26194,0.21258,1.99622,5.95519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae|t__Streptococcus_mitis_oralis_pneumoniae_unclassified",2.47654,1.71841,1.11343,0.97066,0.42903,2.14257,0.15659,0.94704,4.71233,3.70909,0.07838,5.86399,4.01528,0.62828,1.02304,0.69358,0.18324,0.67841,0.22028,0.3468,0.10732,0.85252,0.8295,0.01737,0.13311,0.05196,0.19464,0.29734,0.10029,0.09618,0.0074,0.02356,0.01597,0.00972,0.04587,0.01659,0.07965,0.02158,0.0235,0.00595,0.00693,0.02015,0.00401,0.02433,0.11527,0.05371,0.02414,0.03236,0.29909,0.03139,0.01482,0.02756,0.00081,0.01878,0.03174,0.01046,2.34176,0.31957,1.76045,3.4666,3.56563,1.07759,0.89269,1.72408,0.94739,0.55881,1.0393,0.39323,0.14419,0.33949,0.08078,0.03605,0.31313,1.25881,2.39365,0.84212,0.92976,1.69568,0.1781,0.58151,2.15378,0.47309,1.76734,4.02744,1.24618,0.01606,0.96289,1.28107,0.00179,0.0401,0.00045,0.00224,0.07765,0.00041,0.00571,0,0.00419,0.08233,0,0,0.01783,0,0.02806,0,0,0,0,0.0018,0.00343,0.04136,0,0,0.02028,0.00235,0.00157,0.00055,0,0,0,0,0,0.00067,0,0.01004,0.00029,0,0.00089,0.00058,0.00078,0.01004,0,0.00506,0.10255,0.00652,0.00912,0.00109,0,0.0269,0,0,0.00633,0.01112,0,0,0.08319,0,0.00218,0,0,0.02148,0,0.01635,0,0,0,0.00077,0.07054,0.02163,0,0
"k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Streptococcus_phage_EJ_1|t__PRJNA14604",2.35846,0.17332,0.32885,0,0.78605,0,0,0.46793,2.16929,7.27279,0,4.00582,0,0,0.7401,0.27464,0,0,0,0,0.35278,0.70013,0.38638,0,0,0.04569,0,0,0,0,0.12067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22687,0.14188,0,0,0,0.17686,0,0,0.61257,0,1.42331,0.25382,0,0,0,0,0.33628,0.04727,0.27577,0.09518,1.00157,0,0,0,0,0,1.38267,3.76885,0,0.39704,0.31515,0.72856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sputorum|t__Haemophilus_sputorum_unclassified",2.07568,0.12499,0.07913,0.26432,0.02899,0.0167,0.14265,0.33796,0.00281,0,0,0.73376,0,0,0,0.00377,0.08973,0,0,0,5.66782,0.11554,0.01023,0,0.01892,0,0,0,0,0.00339,0.00224,0,0,0,0,0,0,0,0,0,0,0,0,0.00055,0,0.00293,0.01197,0.00021,0.00781,0,0.00307,0,0,0.00025,0,0.00035,0.00456,0.00075,0.00608,0.07826,0.00697,0.01674,0.11498,0,0.12765,0.16457,0.40253,0.08243,0.08197,0.02069,0.06801,0.05757,0.00882,0.05232,0.04636,0.03292,0.1839,0.03055,0.01005,0.02991,0.20917,0.01329,0.21598,0.00453,0.25843,0,0.02336,0.06835,0,0,0,0,0,0,0.00024,0,0,0,0,0,0,0,0.00185,0,0,0,0,0,0,0.00408,0,0,0,0.01448,0,0,0.00146,0,0,0,0,0,0.02865,0,0.00757,0,0,0,0,0.00123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_haemolysans|t__Gemella_haemolysans_unclassified",1.98607,0.5195,0.73448,0.49569,0.24046,1.53669,0.48028,0.41091,1.93228,0.27584,0.21442,4.25346,0.51547,1.56639,0.70277,0.40647,0.15787,0.2361,0.01558,0.5375,0.10856,1.21754,0.69459,0.02074,0.61961,0.16145,0.30985,0.61739,0.12033,0.1127,0.11891,0.11434,0.00621,0.02089,0.02465,0.05789,0.10112,0.02487,0.12087,0.00764,0.00792,0.08012,0.02983,0.01212,0.12644,0.04313,0.03851,0.00523,0.41894,0.12617,0.01437,0.05529,0.01728,0.23326,0.11134,0.05792,2.57936,0.21935,1.81117,4.38762,3.77304,3.01073,0.88547,1.43779,3.62605,0.72474,0.45397,0.61704,0.52145,0.22001,0.09262,0.11758,0.43598,0.63495,0.66535,0.79226,1.28601,1.18629,0.74307,0.25738,0.72588,0.88584,1.00811,1.56388,0.33201,0.04346,0.28155,0.2824,0,0.00299,0,0,0,0,0,0,0,0.00092,0,0.00172,0.00278,0,0.00821,0,0,0,0,0,0,0.0011,0,0,0.00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00371,0,0,0,0,0.00271,0,0,0,2e-04,0,0,0.00097,0,0,0,0,0.00292,0,0.00092,0,0,0,0,0.0021,0.00051,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parahaemolyticus|t__GCF_000262265",1.44967,0.03246,0.00927,0.02432,0.2627,0.31237,0.11205,0.20253,0.37896,0,0,1.37585,0.1843,1.67697,0,0.00965,0.49754,0.03302,0.01134,0,0.00567,0.01181,0,0,0,0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126,0,0,0,0.01133,0,0,0,0,0,0,0.00072,0,1.33567,0.22564,0,0,0,0,0,0,0,0.03708,0.00409,0.00686,0.03657,0,0,0.00163,0.03139,0.01216,0.08416,0.22096,0.00182,0.11899,0.01819,0.00307,0.02389,0,0.06959,0.00362,0.03657,0.1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
